naca,camber,camber_position,thickness,alpha_deg,reynolds,cl,cd,cm,source_file
NACA 2421,0.02,0.4,0.21,7.0,1000000.0,0.9311,0.01057,-0.0273,T1-Re1.000-N9.0.txt
NACA 2421,0.02,0.4,0.21,8.0,1000000.0,1.0637,0.01198,-0.0331,T1-Re1.000-N9.0.txt
NACA 2421,0.02,0.4,0.21,9.0,1000000.0,1.1452,0.01323,-0.029,T1-Re1.000-N9.0.txt
NACA 2421,0.02,0.4,0.21,10.0,1000000.0,1.1987,0.01475,-0.0199,T1-Re1.000-N9.0.txt
NACA 2421,0.02,0.4,0.21,11.0,1000000.0,1.2624,0.01693,-0.0141,T1-Re1.000-N9.0.txt
NACA 2421,0.02,0.4,0.21,12.0,1000000.0,1.3216,0.01977,-0.0089,T1-Re1.000-N9.0.txt
NACA 2421,0.02,0.4,0.21,13.0,1000000.0,1.3742,0.0234,-0.0042,T1-Re1.000-N9.0.txt
NACA 2421,0.02,0.4,0.21,14.0,1000000.0,1.4164,0.0282,0.0001,T1-Re1.000-N9.0.txt
NACA 2424,0.02,0.4,0.24,-6.0,1000000.0,-0.3908,0.01006,-0.0549,T1-Re1.000-N9.0.txt
NACA 2424,0.02,0.4,0.24,-5.0,1000000.0,-0.2901,0.00968,-0.0526,T1-Re1.000-N9.0.txt
NACA 2424,0.02,0.4,0.24,-4.0,1000000.0,-0.1877,0.00944,-0.0504,T1-Re1.000-N9.0.txt
NACA 2424,0.02,0.4,0.24,-3.0,1000000.0,-0.0852,0.00925,-0.0483,T1-Re1.000-N9.0.txt
NACA 2424,0.02,0.4,0.24,-2.0,1000000.0,0.018,0.00912,-0.0463,T1-Re1.000-N9.0.txt
NACA 2424,0.02,0.4,0.24,-1.0,1000000.0,0.1209,0.00904,-0.0442,T1-Re1.000-N9.0.txt
NACA 2424,0.02,0.4,0.24,0.0,1000000.0,0.2232,0.00897,-0.0421,T1-Re1.000-N9.0.txt
NACA 2424,0.02,0.4,0.24,1.0,1000000.0,0.3247,0.00896,-0.0399,T1-Re1.000-N9.0.txt
NACA 2424,0.02,0.4,0.24,2.0,1000000.0,0.4252,0.00905,-0.0374,T1-Re1.000-N9.0.txt
NACA 2424,0.02,0.4,0.24,3.0,1000000.0,0.5214,0.0092,-0.0342,T1-Re1.000-N9.0.txt
NACA 2424,0.02,0.4,0.24,4.0,1000000.0,0.6137,0.00946,-0.0303,T1-Re1.000-N9.0.txt
NACA 2424,0.02,0.4,0.24,5.0,1000000.0,0.7094,0.00991,-0.0273,T1-Re1.000-N9.0.txt
NACA 2424,0.02,0.4,0.24,6.0,1000000.0,0.802,0.01053,-0.024,T1-Re1.000-N9.0.txt
NACA 2424,0.02,0.4,0.24,7.0,1000000.0,0.8883,0.01136,-0.0197,T1-Re1.000-N9.0.txt
NACA 2424,0.02,0.4,0.24,8.0,1000000.0,0.9648,0.01255,-0.0136,T1-Re1.000-N9.0.txt
NACA 2424,0.02,0.4,0.24,10.0,1000000.0,1.1624,0.01617,-0.0147,T1-Re1.000-N9.0.txt
NACA 2424,0.02,0.4,0.24,11.0,1000000.0,1.2132,0.01844,-0.0073,T1-Re1.000-N9.0.txt
NACA 2424,0.02,0.4,0.24,12.0,1000000.0,1.2703,0.02146,-0.0025,T1-Re1.000-N9.0.txt
NACA 2424,0.02,0.4,0.24,13.0,1000000.0,1.3231,0.02529,0.0014,T1-Re1.000-N9.0.txt
NACA 2424,0.02,0.4,0.24,14.0,1000000.0,1.367,0.03021,0.0049,T1-Re1.000-N9.0.txt
NACA 4412,0.04,0.4,0.12,-6.0,1000000.0,-0.1842,0.00911,-0.105,T1-Re1.000-N9.0.txt
NACA 4412,0.04,0.4,0.12,-5.0,1000000.0,-0.0729,0.00839,-0.1046,T1-Re1.000-N9.0.txt
NACA 4412,0.04,0.4,0.12,-4.0,1000000.0,0.0387,0.00781,-0.1043,T1-Re1.000-N9.0.txt
NACA 4412,0.04,0.4,0.12,-3.0,1000000.0,0.1504,0.0074,-0.104,T1-Re1.000-N9.0.txt
NACA 4412,0.04,0.4,0.12,-2.0,1000000.0,0.2615,0.00712,-0.1036,T1-Re1.000-N9.0.txt
NACA 4412,0.04,0.4,0.12,-1.0,1000000.0,0.372,0.00697,-0.1032,T1-Re1.000-N9.0.txt
NACA 4412,0.04,0.4,0.12,0.0,1000000.0,0.4814,0.00672,-0.1028,T1-Re1.000-N9.0.txt
NACA 4412,0.04,0.4,0.12,1.0,1000000.0,0.58,0.00589,-0.0998,T1-Re1.000-N9.0.txt
NACA 4412,0.04,0.4,0.12,2.0,1000000.0,0.7049,0.00623,-0.1024,T1-Re1.000-N9.0.txt
NACA 4412,0.04,0.4,0.12,3.0,1000000.0,0.8119,0.00672,-0.1014,T1-Re1.000-N9.0.txt
NACA 4412,0.04,0.4,0.12,4.0,1000000.0,0.9193,0.00724,-0.1006,T1-Re1.000-N9.0.txt
NACA 4412,0.04,0.4,0.12,5.0,1000000.0,1.025,0.00787,-0.0995,T1-Re1.000-N9.0.txt
NACA 4412,0.04,0.4,0.12,6.0,1000000.0,1.1271,0.00874,-0.098,T1-Re1.000-N9.0.txt
NACA 4412,0.04,0.4,0.12,7.0,1000000.0,1.219,0.0103,-0.0948,T1-Re1.000-N9.0.txt
NACA 4412,0.04,0.4,0.12,8.0,1000000.0,1.2974,0.01266,-0.0897,T1-Re1.000-N9.0.txt
NACA 4412,0.04,0.4,0.12,9.0,1000000.0,1.3684,0.01503,-0.0835,T1-Re1.000-N9.0.txt
NACA 4412,0.04,0.4,0.12,10.0,1000000.0,1.4303,0.01732,-0.0758,T1-Re1.000-N9.0.txt
NACA 4412,0.04,0.4,0.12,11.0,1000000.0,1.4886,0.01995,-0.0686,T1-Re1.000-N9.0.txt
NACA 4412,0.04,0.4,0.12,12.0,1000000.0,1.5392,0.0233,-0.0615,T1-Re1.000-N9.0.txt
NACA 4412,0.04,0.4,0.12,13.0,1000000.0,1.5796,0.02781,-0.055,T1-Re1.000-N9.0.txt
NACA 4412,0.04,0.4,0.12,14.0,1000000.0,1.6087,0.03387,-0.0494,T1-Re1.000-N9.0.txt
NACA 4415,0.04,0.4,0.15,-6.0,1000000.0,-0.1814,0.00909,-0.1034,T1-Re1.000-N9.0.txt
NACA 4415,0.04,0.4,0.15,-5.0,1000000.0,-0.0701,0.00853,-0.103,T1-Re1.000-N9.0.txt
NACA 4415,0.04,0.4,0.15,-4.0,1000000.0,0.0411,0.00811,-0.1025,T1-Re1.000-N9.0.txt
NACA 4415,0.04,0.4,0.15,-3.0,1000000.0,0.1521,0.00782,-0.102,T1-Re1.000-N9.0.txt
NACA 4415,0.04,0.4,0.15,-2.0,1000000.0,0.2627,0.00765,-0.1015,T1-Re1.000-N9.0.txt
NACA 4415,0.04,0.4,0.15,-1.0,1000000.0,0.3727,0.00757,-0.1009,T1-Re1.000-N9.0.txt
NACA 4415,0.04,0.4,0.15,0.0,1000000.0,0.4816,0.00747,-0.1002,T1-Re1.000-N9.0.txt
NACA 4415,0.04,0.4,0.15,1.0,1000000.0,0.5876,0.00707,-0.0991,T1-Re1.000-N9.0.txt
NACA 4415,0.04,0.4,0.15,2.0,1000000.0,0.6861,0.00686,-0.0956,T1-Re1.000-N9.0.txt
NACA 4415,0.04,0.4,0.15,3.0,1000000.0,0.8305,0.00734,-0.1025,T1-Re1.000-N9.0.txt
NACA 4415,0.04,0.4,0.15,4.0,1000000.0,0.9273,0.00779,-0.0994,T1-Re1.000-N9.0.txt
NACA 4415,0.04,0.4,0.15,5.0,1000000.0,1.028,0.00834,-0.0972,T1-Re1.000-N9.0.txt
NACA 4415,0.04,0.4,0.15,6.0,1000000.0,1.128,0.00901,-0.0951,T1-Re1.000-N9.0.txt
NACA 4415,0.04,0.4,0.15,7.0,1000000.0,1.222,0.00998,-0.0921,T1-Re1.000-N9.0.txt
NACA 4415,0.04,0.4,0.15,8.0,1000000.0,1.3045,0.01134,-0.0871,T1-Re1.000-N9.0.txt
NACA 4415,0.04,0.4,0.15,9.0,1000000.0,1.3729,0.01323,-0.0801,T1-Re1.000-N9.0.txt
NACA 4415,0.04,0.4,0.15,10.0,1000000.0,1.4327,0.01568,-0.0725,T1-Re1.000-N9.0.txt
NACA 4415,0.04,0.4,0.15,11.0,1000000.0,1.4847,0.01873,-0.0649,T1-Re1.000-N9.0.txt
NACA 4415,0.04,0.4,0.15,12.0,1000000.0,1.5303,0.02249,-0.0578,T1-Re1.000-N9.0.txt
NACA 4415,0.04,0.4,0.15,13.0,1000000.0,1.5697,0.02715,-0.0515,T1-Re1.000-N9.0.txt
NACA 4415,0.04,0.4,0.15,14.0,1000000.0,1.5989,0.03319,-0.0461,T1-Re1.000-N9.0.txt
NACA 4418,0.04,0.4,0.18,-6.0,1000000.0,-0.1785,0.00928,-0.1015,T1-Re1.000-N9.0.txt
NACA 4418,0.04,0.4,0.18,-5.0,1000000.0,-0.0684,0.00884,-0.1008,T1-Re1.000-N9.0.txt
NACA 4418,0.04,0.4,0.18,-4.0,1000000.0,0.0414,0.00852,-0.1,T1-Re1.000-N9.0.txt
NACA 4418,0.04,0.4,0.18,-3.0,1000000.0,0.1508,0.00832,-0.0991,T1-Re1.000-N9.0.txt
NACA 4418,0.04,0.4,0.18,-2.0,1000000.0,0.26,0.00823,-0.0982,T1-Re1.000-N9.0.txt
NACA 4418,0.04,0.4,0.18,-1.0,1000000.0,0.3686,0.0082,-0.0973,T1-Re1.000-N9.0.txt
NACA 4418,0.04,0.4,0.18,0.0,1000000.0,0.4764,0.00817,-0.0963,T1-Re1.000-N9.0.txt
NACA 4418,0.04,0.4,0.18,1.0,1000000.0,0.5822,0.00796,-0.0951,T1-Re1.000-N9.0.txt
NACA 4418,0.04,0.4,0.18,2.0,1000000.0,0.6873,0.0079,-0.0936,T1-Re1.000-N9.0.txt
NACA 4418,0.04,0.4,0.18,3.0,1000000.0,0.7865,0.00793,-0.0905,T1-Re1.000-N9.0.txt
NACA 4418,0.04,0.4,0.18,4.0,1000000.0,0.9069,0.00845,-0.092,T1-Re1.000-N9.0.txt
NACA 4418,0.04,0.4,0.18,5.0,1000000.0,1.0268,0.00904,-0.0943,T1-Re1.000-N9.0.txt
NACA 4418,0.04,0.4,0.18,6.0,1000000.0,1.1081,0.00959,-0.0883,T1-Re1.000-N9.0.txt
NACA 4418,0.04,0.4,0.18,7.0,1000000.0,1.1923,0.01042,-0.0833,T1-Re1.000-N9.0.txt
NACA 4418,0.04,0.4,0.18,8.0,1000000.0,1.2746,0.0116,-0.0786,T1-Re1.000-N9.0.txt
NACA 4418,0.04,0.4,0.18,9.0,1000000.0,1.3502,0.01321,-0.0732,T1-Re1.000-N9.0.txt
NACA 4418,0.04,0.4,0.18,10.0,1000000.0,1.4186,0.01529,-0.0675,T1-Re1.000-N9.0.txt
NACA 4418,0.04,0.4,0.18,11.0,1000000.0,1.4755,0.01815,-0.0609,T1-Re1.000-N9.0.txt
NACA 4418,0.04,0.4,0.18,12.0,1000000.0,1.5239,0.0218,-0.0545,T1-Re1.000-N9.0.txt
NACA 4418,0.04,0.4,0.18,13.0,1000000.0,1.5615,0.02657,-0.0483,T1-Re1.000-N9.0.txt
NACA 4421,0.04,0.4,0.21,-6.0,1000000.0,-0.1759,0.0096,-0.0991,T1-Re1.000-N9.0.txt
NACA 4421,0.04,0.4,0.21,-5.0,1000000.0,-0.0686,0.00925,-0.0978,T1-Re1.000-N9.0.txt
NACA 4421,0.04,0.4,0.21,-4.0,1000000.0,0.0385,0.00903,-0.0965,T1-Re1.000-N9.0.txt
NACA 4421,0.04,0.4,0.21,-3.0,1000000.0,0.1451,0.00889,-0.095,T1-Re1.000-N9.0.txt
NACA 4421,0.04,0.4,0.21,-2.0,1000000.0,0.2514,0.00885,-0.0936,T1-Re1.000-N9.0.txt
NACA 4421,0.04,0.4,0.21,-1.0,1000000.0,0.3566,0.00886,-0.0919,T1-Re1.000-N9.0.txt
NACA 4421,0.04,0.4,0.21,0.0,1000000.0,0.4611,0.00889,-0.0903,T1-Re1.000-N9.0.txt
NACA 4421,0.04,0.4,0.21,1.0,1000000.0,0.5641,0.0088,-0.0884,T1-Re1.000-N9.0.txt
NACA 4421,0.04,0.4,0.21,2.0,1000000.0,0.6662,0.00879,-0.0865,T1-Re1.000-N9.0.txt
NACA 4421,0.04,0.4,0.21,3.0,1000000.0,0.7606,0.00894,-0.0829,T1-Re1.000-N9.0.txt
NACA 4421,0.04,0.4,0.21,4.0,1000000.0,0.8575,0.00912,-0.0798,T1-Re1.000-N9.0.txt
NACA 4421,0.04,0.4,0.21,5.0,1000000.0,0.9525,0.00969,-0.0761,T1-Re1.000-N9.0.txt
NACA 4421,0.04,0.4,0.21,6.0,1000000.0,1.0669,0.01049,-0.0777,T1-Re1.000-N9.0.txt
NACA 4421,0.04,0.4,0.21,8.0,1000000.0,1.2304,0.01266,-0.0686,T1-Re1.000-N9.0.txt
NACA 4421,0.04,0.4,0.21,9.0,1000000.0,1.3082,0.01427,-0.0642,T1-Re1.000-N9.0.txt
NACA 4421,0.04,0.4,0.21,10.0,1000000.0,1.3771,0.01646,-0.0593,T1-Re1.000-N9.0.txt
NACA 4421,0.04,0.4,0.21,11.0,1000000.0,1.4402,0.01917,-0.0543,T1-Re1.000-N9.0.txt
NACA 4421,0.04,0.4,0.21,12.0,1000000.0,1.491,0.02285,-0.0488,T1-Re1.000-N9.0.txt
NACA 4421,0.04,0.4,0.21,13.0,1000000.0,1.5341,0.02746,-0.0437,T1-Re1.000-N9.0.txt
NACA 4421,0.04,0.4,0.21,14.0,1000000.0,1.566,0.03344,-0.039,T1-Re1.000-N9.0.txt
NACA 4424,0.04,0.4,0.24,-5.0,1000000.0,-0.0715,0.0098,-0.0938,T1-Re1.000-N9.0.txt
NACA 4424,0.04,0.4,0.24,-4.0,1000000.0,0.0309,0.00963,-0.0916,T1-Re1.000-N9.0.txt
NACA 4424,0.04,0.4,0.24,-3.0,1000000.0,0.1317,0.00953,-0.0891,T1-Re1.000-N9.0.txt
NACA 4424,0.04,0.4,0.24,-2.0,1000000.0,0.2325,0.00949,-0.0865,T1-Re1.000-N9.0.txt
NACA 4424,0.04,0.4,0.24,-1.0,1000000.0,0.3315,0.00951,-0.0837,T1-Re1.000-N9.0.txt
NACA 4424,0.04,0.4,0.24,0.0,1000000.0,0.4243,0.00955,-0.0797,T1-Re1.000-N9.0.txt
NACA 4424,0.04,0.4,0.24,1.0,1000000.0,0.5183,0.0096,-0.0761,T1-Re1.000-N9.0.txt
NACA 4424,0.04,0.4,0.24,2.0,1000000.0,0.6174,0.00975,-0.0738,T1-Re1.000-N9.0.txt
NACA 4424,0.04,0.4,0.24,3.0,1000000.0,0.7178,0.01002,-0.0719,T1-Re1.000-N9.0.txt
NACA 4424,0.04,0.4,0.24,4.0,1000000.0,0.8145,0.01046,-0.0694,T1-Re1.000-N9.0.txt
NACA 4424,0.04,0.4,0.24,5.0,1000000.0,0.9108,0.01091,-0.067,T1-Re1.000-N9.0.txt
NACA 4424,0.04,0.4,0.24,6.0,1000000.0,0.9906,0.01166,-0.0612,T1-Re1.000-N9.0.txt
NACA 4424,0.04,0.4,0.24,7.0,1000000.0,1.1002,0.01281,-0.0626,T1-Re1.000-N9.0.txt
NACA 4424,0.04,0.4,0.24,8.0,1000000.0,1.1769,0.01422,-0.0581,T1-Re1.000-N9.0.txt
NACA 4424,0.04,0.4,0.24,9.0,1000000.0,1.2512,0.0161,-0.054,T1-Re1.000-N9.0.txt
NACA 4424,0.04,0.4,0.24,10.0,1000000.0,1.3198,0.01849,-0.0498,T1-Re1.000-N9.0.txt
NACA 4424,0.04,0.4,0.24,11.0,1000000.0,1.3813,0.02155,-0.0455,T1-Re1.000-N9.0.txt
NACA 4424,0.04,0.4,0.24,12.0,1000000.0,1.4341,0.02545,-0.0412,T1-Re1.000-N9.0.txt
NACA 4424,0.04,0.4,0.24,13.0,1000000.0,1.4797,0.03021,-0.0371,T1-Re1.000-N9.0.txt
NACA 4424,0.04,0.4,0.24,14.0,1000000.0,1.5148,0.03612,-0.0333,T1-Re1.000-N9.0.txt
NACA 6409,0.06,0.4,0.09,-6.0,1000000.0,0.0368,0.01067,-0.154,T1-Re1.000-N9.0.txt
NACA 6409,0.06,0.4,0.09,-5.0,1000000.0,0.1487,0.00909,-0.1543,T1-Re1.000-N9.0.txt
NACA 6409,0.06,0.4,0.09,-4.0,1000000.0,0.261,0.0081,-0.1544,T1-Re1.000-N9.0.txt
NACA 6409,0.06,0.4,0.09,-3.0,1000000.0,0.3732,0.00749,-0.1544,T1-Re1.000-N9.0.txt
NACA 6409,0.06,0.4,0.09,-2.0,1000000.0,0.4846,0.00717,-0.1542,T1-Re1.000-N9.0.txt
NACA 6409,0.06,0.4,0.09,-1.0,1000000.0,0.5951,0.00705,-0.154,T1-Re1.000-N9.0.txt
NACA 6409,0.06,0.4,0.09,0.0,1000000.0,0.7046,0.00709,-0.1537,T1-Re1.000-N9.0.txt
NACA 6409,0.06,0.4,0.09,1.0,1000000.0,0.8133,0.00715,-0.1534,T1-Re1.000-N9.0.txt
NACA 6409,0.06,0.4,0.09,3.0,1000000.0,1.0247,0.00696,-0.1516,T1-Re1.000-N9.0.txt
NACA 6409,0.06,0.4,0.09,4.0,1000000.0,1.1322,0.00751,-0.1511,T1-Re1.000-N9.0.txt
NACA 6409,0.06,0.4,0.09,5.0,1000000.0,1.2368,0.00817,-0.1501,T1-Re1.000-N9.0.txt
NACA 6409,0.06,0.4,0.09,6.0,1000000.0,1.3377,0.00902,-0.1486,T1-Re1.000-N9.0.txt
NACA 6409,0.06,0.4,0.09,7.0,1000000.0,1.4146,0.01163,-0.1432,T1-Re1.000-N9.0.txt
NACA 6409,0.06,0.4,0.09,8.0,1000000.0,1.4623,0.01587,-0.1331,T1-Re1.000-N9.0.txt
NACA 6409,0.06,0.4,0.09,9.0,1000000.0,1.5199,0.01836,-0.1244,T1-Re1.000-N9.0.txt
NACA 6409,0.06,0.4,0.09,10.0,1000000.0,1.5718,0.02133,-0.1159,T1-Re1.000-N9.0.txt
NACA 6409,0.06,0.4,0.09,11.0,1000000.0,1.6137,0.02528,-0.1073,T1-Re1.000-N9.0.txt
NACA 6409,0.06,0.4,0.09,12.0,1000000.0,1.6377,0.03116,-0.0986,T1-Re1.000-N9.0.txt
NACA 6409,0.06,0.4,0.09,13.0,1000000.0,1.6584,0.0382,-0.0919,T1-Re1.000-N9.0.txt
NACA 6409,0.06,0.4,0.09,14.0,1000000.0,1.6444,0.04988,-0.0859,T1-Re1.000-N9.0.txt
NACA 6412,0.06,0.4,0.12,-6.0,1000000.0,0.0434,0.00929,-0.1529,T1-Re1.000-N9.0.txt
NACA 6412,0.06,0.4,0.12,-5.0,1000000.0,0.156,0.00862,-0.1529,T1-Re1.000-N9.0.txt
NACA 6412,0.06,0.4,0.12,-4.0,1000000.0,0.2682,0.00809,-0.1528,T1-Re1.000-N9.0.txt
NACA 6412,0.06,0.4,0.12,-3.0,1000000.0,0.38,0.00778,-0.1525,T1-Re1.000-N9.0.txt
NACA 6412,0.06,0.4,0.12,-2.0,1000000.0,0.4909,0.00764,-0.1522,T1-Re1.000-N9.0.txt
NACA 6412,0.06,0.4,0.12,-1.0,1000000.0,0.6007,0.00764,-0.1517,T1-Re1.000-N9.0.txt
NACA 6412,0.06,0.4,0.12,0.0,1000000.0,0.7096,0.00776,-0.1512,T1-Re1.000-N9.0.txt
NACA 6412,0.06,0.4,0.12,1.0,1000000.0,0.8181,0.00788,-0.1507,T1-Re1.000-N9.0.txt
NACA 6412,0.06,0.4,0.12,3.0,1000000.0,1.0287,0.00757,-0.1485,T1-Re1.000-N9.0.txt
NACA 6412,0.06,0.4,0.12,4.0,1000000.0,1.136,0.00807,-0.1479,T1-Re1.000-N9.0.txt
NACA 6412,0.06,0.4,0.12,5.0,1000000.0,1.2405,0.00868,-0.1468,T1-Re1.000-N9.0.txt
NACA 6412,0.06,0.4,0.12,6.0,1000000.0,1.3423,0.00931,-0.1453,T1-Re1.000-N9.0.txt
NACA 6412,0.06,0.4,0.12,7.0,1000000.0,1.4389,0.01013,-0.143,T1-Re1.000-N9.0.txt
NACA 6412,0.06,0.4,0.12,8.0,1000000.0,1.5193,0.0115,-0.1378,T1-Re1.000-N9.0.txt
NACA 6412,0.06,0.4,0.12,9.0,1000000.0,1.5723,0.01421,-0.1283,T1-Re1.000-N9.0.txt
NACA 6412,0.06,0.4,0.12,10.0,1000000.0,1.5994,0.01851,-0.116,T1-Re1.000-N9.0.txt
NACA 6412,0.06,0.4,0.12,11.0,1000000.0,1.627,0.02329,-0.1057,T1-Re1.000-N9.0.txt
NACA 6412,0.06,0.4,0.12,12.0,1000000.0,1.658,0.02848,-0.0977,T1-Re1.000-N9.0.txt
NACA 6412,0.06,0.4,0.12,13.0,1000000.0,1.683,0.03486,-0.091,T1-Re1.000-N9.0.txt
NACA 6412,0.06,0.4,0.12,14.0,1000000.0,1.6988,0.04295,-0.0855,T1-Re1.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,-6.0,2000000.0,-0.6567,0.00965,-0.0012,T1-Re2.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,-5.0,2000000.0,-0.5518,0.00805,-0.0001,T1-Re2.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,-4.0,2000000.0,-0.4462,0.00702,0.0011,T1-Re2.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,-3.0,2000000.0,-0.3427,0.00621,0.0027,T1-Re2.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,-2.0,2000000.0,-0.2202,0.00491,-0.0005,T1-Re2.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,-1.0,2000000.0,-0.0999,0.00367,-0.0029,T1-Re2.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,0.0,2000000.0,-0.0,0.00324,0.0,T1-Re2.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,1.0,2000000.0,0.0999,0.00367,0.0029,T1-Re2.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,2.0,2000000.0,0.2202,0.00491,0.0005,T1-Re2.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,3.0,2000000.0,0.3427,0.00621,-0.0027,T1-Re2.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,4.0,2000000.0,0.4462,0.00702,-0.0011,T1-Re2.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,5.0,2000000.0,0.5518,0.00805,0.0001,T1-Re2.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,7.0,2000000.0,0.7585,0.01222,0.0026,T1-Re2.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,8.0,2000000.0,0.8559,0.01606,0.0044,T1-Re2.000-N9.0.txt
NACA 0006,0.0,0.0,0.06,9.0,2000000.0,0.9457,0.02122,0.0063,T1-Re2.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,-6.0,2000000.0,-0.6734,0.00862,0.0017,T1-Re2.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,-5.0,2000000.0,-0.5742,0.00773,0.0042,T1-Re2.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,-4.0,2000000.0,-0.4526,0.00686,0.0017,T1-Re2.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,-3.0,2000000.0,-0.3211,0.0058,-0.0031,T1-Re2.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,-2.0,2000000.0,-0.2109,0.00477,-0.0029,T1-Re2.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,-1.0,2000000.0,-0.1069,0.00419,-0.0011,T1-Re2.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,0.0,2000000.0,0.0,0.00402,-0.0,T1-Re2.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,1.0,2000000.0,0.1069,0.00419,0.0011,T1-Re2.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,2.0,2000000.0,0.2109,0.00477,0.0029,T1-Re2.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,3.0,2000000.0,0.3211,0.0058,0.0031,T1-Re2.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,4.0,2000000.0,0.4526,0.00686,-0.0017,T1-Re2.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,5.0,2000000.0,0.5741,0.00773,-0.0042,T1-Re2.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,6.0,2000000.0,0.6734,0.00862,-0.0017,T1-Re2.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,7.0,2000000.0,0.7748,0.00972,0.0002,T1-Re2.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,8.0,2000000.0,0.8767,0.01118,0.0018,T1-Re2.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,9.0,2000000.0,0.9786,0.01266,0.003,T1-Re2.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,10.0,2000000.0,1.0733,0.01534,0.0051,T1-Re2.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,11.0,2000000.0,1.1662,0.01792,0.0071,T1-Re2.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,12.0,2000000.0,1.2552,0.02057,0.0092,T1-Re2.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,13.0,2000000.0,1.3062,0.02747,0.0143,T1-Re2.000-N9.0.txt
NACA 0008,0.0,0.0,0.08,14.0,2000000.0,1.3352,0.03379,0.0206,T1-Re2.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,-6.0,2000000.0,-0.689,0.00853,0.0047,T1-Re2.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,-5.0,2000000.0,-0.5685,0.00764,0.0024,T1-Re2.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,-4.0,2000000.0,-0.4357,0.00669,-0.0026,T1-Re2.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,-3.0,2000000.0,-0.3189,0.00568,-0.0039,T1-Re2.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,-2.0,2000000.0,-0.2151,0.00489,-0.002,T1-Re2.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,-1.0,2000000.0,-0.1084,0.00447,-0.0008,T1-Re2.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,0.0,2000000.0,0.0,0.00435,-0.0,T1-Re2.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,1.0,2000000.0,0.1084,0.00447,0.0008,T1-Re2.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,2.0,2000000.0,0.2151,0.00489,0.002,T1-Re2.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,3.0,2000000.0,0.3189,0.00568,0.0039,T1-Re2.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,4.0,2000000.0,0.4357,0.00669,0.0026,T1-Re2.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,5.0,2000000.0,0.5686,0.00764,-0.0024,T1-Re2.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,6.0,2000000.0,0.689,0.00853,-0.0047,T1-Re2.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,7.0,2000000.0,0.7858,0.00944,-0.0018,T1-Re2.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,8.0,2000000.0,0.8848,0.01057,0.0006,T1-Re2.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,9.0,2000000.0,0.985,0.01198,0.0023,T1-Re2.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,10.0,2000000.0,1.0824,0.01386,0.0042,T1-Re2.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,11.0,2000000.0,1.1792,0.01565,0.006,T1-Re2.000-N9.0.txt
NACA 0009,0.0,0.0,0.09,12.0,2000000.0,1.2658,0.01854,0.0087,T1-Re2.000-N9.0.txt
